"time","geo_value","geo_type","covid","Season","flu","rsv"
"2023-05-06","East","OH Region",94,"2022-2023",3,5
"2023-05-06","North East","OH Region",34,"2022-2023",0,2
"2023-05-06","North West","OH Region",14,"2022-2023",0,0
"2023-05-06","Ontario","Province",481,"2022-2023",40,27
"2023-05-06","Toronto","OH Region",113,"2022-2023",13,8
"2023-05-06","West","OH Region",135,"2022-2023",22,15
"2023-05-13","Central","OH Region",105,"2022-2023",6,4
"2023-05-13","East","OH Region",73,"2022-2023",3,3
"2023-05-13","North East","OH Region",34,"2022-2023",0,1
"2023-05-13","North West","OH Region",10,"2022-2023",0,0
"2023-05-13","Ontario","Province",449,"2022-2023",34,24
"2023-05-13","Toronto","OH Region",108,"2022-2023",13,5
"2023-05-13","West","OH Region",133,"2022-2023",17,15
"2023-05-20","Central","OH Region",122,"2022-2023",8,4
"2023-05-20","East","OH Region",59,"2022-2023",5,1
"2023-05-20","North East","OH Region",28,"2022-2023",1,1
"2023-05-20","North West","OH Region",15,"2022-2023",0,0
"2023-05-20","Ontario","Province",430,"2022-2023",33,25
"2023-05-20","Toronto","OH Region",103,"2022-2023",9,8
"2023-05-20","West","OH Region",118,"2022-2023",15,15
"2023-05-27","Central","OH Region",101,"2022-2023",7,5
"2023-05-27","East","OH Region",58,"2022-2023",3,1
"2023-05-27","North East","OH Region",21,"2022-2023",2,2
"2023-05-27","North West","OH Region",9,"2022-2023",0,0
"2023-05-27","Ontario","Province",407,"2022-2023",36,24
"2023-05-27","Toronto","OH Region",101,"2022-2023",7,3
"2023-05-27","West","OH Region",131,"2022-2023",23,17
"2023-06-03","Central","OH Region",92,"2022-2023",7,3
"2023-06-03","East","OH Region",74,"2022-2023",3,2
"2023-06-03","North East","OH Region",26,"2022-2023",0,1
"2023-06-03","North West","OH Region",7,"2022-2023",0,0
"2023-06-03","Ontario","Province",443,"2022-2023",30,17
"2023-06-03","Toronto","OH Region",119,"2022-2023",9,1
"2023-06-03","West","OH Region",141,"2022-2023",17,15
"2023-06-10","Central","OH Region",83,"2022-2023",7,1
"2023-06-10","East","OH Region",62,"2022-2023",0,2
"2023-06-10","North East","OH Region",18,"2022-2023",0,1
"2023-06-10","North West","OH Region",8,"2022-2023",0,0
"2023-06-10","Ontario","Province",363,"2022-2023",28,15
"2023-06-10","Toronto","OH Region",90,"2022-2023",8,1
"2023-06-10","West","OH Region",119,"2022-2023",17,14
"2023-06-17","Central","OH Region",70,"2022-2023",6,2
"2023-06-17","East","OH Region",45,"2022-2023",1,2
"2023-06-17","North East","OH Region",16,"2022-2023",0,1
"2023-06-17","North West","OH Region",8,"2022-2023",0,0
"2023-06-17","Ontario","Province",283,"2022-2023",23,19
"2023-06-17","Toronto","OH Region",64,"2022-2023",5,1
"2023-06-17","West","OH Region",94,"2022-2023",15,17
"2023-06-24","Central","OH Region",44,"2022-2023",5,2
"2023-06-24","East","OH Region",52,"2022-2023",1,2
"2023-06-24","North East","OH Region",10,"2022-2023",0,1
"2023-06-24","North West","OH Region",5,"2022-2023",0,0
"2023-06-24","Ontario","Province",239,"2022-2023",22,19
"2023-06-24","Toronto","OH Region",61,"2022-2023",4,2
"2023-06-24","West","OH Region",80,"2022-2023",16,15
"2023-07-01","Central","OH Region",37,"2022-2023",5,1
"2023-07-01","East","OH Region",31,"2022-2023",2,2
"2023-07-01","North East","OH Region",13,"2022-2023",0,1
"2023-07-01","North West","OH Region",10,"2022-2023",0,0
"2023-07-01","Ontario","Province",215,"2022-2023",19,12
"2023-07-01","Toronto","OH Region",61,"2022-2023",4,1
"2023-07-01","West","OH Region",74,"2022-2023",13,11
"2023-07-08","Central","OH Region",38,"2022-2023",2,1
"2023-07-08","East","OH Region",31,"2022-2023",1,1
"2023-07-08","North East","OH Region",9,"2022-2023",0,1
"2023-07-08","North West","OH Region",8,"2022-2023",0,0
"2023-07-08","Ontario","Province",203,"2022-2023",17,14
"2023-07-08","Toronto","OH Region",54,"2022-2023",2,1
"2023-07-08","West","OH Region",75,"2022-2023",15,13
"2023-07-15","Central","OH Region",39,"2022-2023",2,2
"2023-07-15","East","OH Region",35,"2022-2023",2,2
"2023-07-15","North East","OH Region",11,"2022-2023",0,1
"2023-07-15","North West","OH Region",11,"2022-2023",0,0
"2023-07-15","Ontario","Province",218,"2022-2023",17,14
"2023-07-15","Toronto","OH Region",49,"2022-2023",4,1
"2023-07-15","West","OH Region",85,"2022-2023",11,13
"2023-07-22","Central","OH Region",40,"2022-2023",1,4
"2023-07-22","East","OH Region",37,"2022-2023",2,3
"2023-07-22","North East","OH Region",12,"2022-2023",0,1
"2023-07-22","North West","OH Region",22,"2022-2023",0,0
"2023-07-22","Ontario","Province",228,"2022-2023",14,17
"2023-07-22","Toronto","OH Region",52,"2022-2023",3,3
"2023-07-22","West","OH Region",79,"2022-2023",12,10
"2023-07-29","Central","OH Region",45,"2022-2023",1,3
"2023-07-29","East","OH Region",27,"2022-2023",1,3
"2023-07-29","North East","OH Region",15,"2022-2023",0,0
"2023-07-29","North West","OH Region",16,"2022-2023",0,0
"2023-07-29","Ontario","Province",247,"2022-2023",15,16
"2023-07-29","Toronto","OH Region",59,"2022-2023",4,1
"2023-07-29","West","OH Region",96,"2022-2023",11,14
"2023-08-05","Central","OH Region",49,"2022-2023",4,2
"2023-08-05","East","OH Region",31,"2022-2023",2,4
"2023-08-05","North East","OH Region",14,"2022-2023",0,0
"2023-08-05","North West","OH Region",8,"2022-2023",0,0
"2023-08-05","Ontario","Province",240,"2022-2023",12,19
"2023-08-05","Toronto","OH Region",65,"2022-2023",3,2
"2023-08-05","West","OH Region",85,"2022-2023",9,14
"2023-08-12","Central","OH Region",46,"2022-2023",3,4
"2023-08-12","East","OH Region",49,"2022-2023",2,5
"2023-08-12","North East","OH Region",24,"2022-2023",0,0
"2023-08-12","North West","OH Region",4,"2022-2023",0,0
"2023-08-12","Ontario","Province",252,"2022-2023",14,18
"2023-08-12","Toronto","OH Region",69,"2022-2023",6,1
"2023-08-12","West","OH Region",77,"2022-2023",6,13
"2023-08-19","Central","OH Region",61,"2022-2023",2,1
"2023-08-19","East","OH Region",90,"2022-2023",1,5
"2023-08-19","North East","OH Region",26,"2022-2023",0,0
"2023-08-19","North West","OH Region",4,"2022-2023",0,0
"2023-08-19","Ontario","Province",328,"2022-2023",12,13
"2023-08-19","Toronto","OH Region",66,"2022-2023",3,1
"2023-08-19","West","OH Region",96,"2022-2023",7,10
"2023-08-26","Central","OH Region",89,"2022-2023",6,3
"2023-08-26","East","OH Region",123,"2022-2023",1,3
"2023-08-26","North East","OH Region",28,"2022-2023",0,0
"2023-08-26","North West","OH Region",10,"2022-2023",0,0
"2023-08-26","Ontario","Province",438,"2022-2023",17,15
"2023-08-26","Toronto","OH Region",75,"2022-2023",3,2
"2023-08-26","West","OH Region",124,"2022-2023",10,11
"2023-09-02","Central","OH Region",107,"2023-2024",6,3
"2023-09-02","East","OH Region",144,"2023-2024",5,5
"2023-09-02","North East","OH Region",28,"2023-2024",0,0
"2023-09-02","North West","OH Region",14,"2023-2024",0,0
"2023-09-02","Ontario","Province",526,"2023-2024",19,13
"2023-09-02","Toronto","OH Region",87,"2023-2024",4,2
"2023-09-02","West","OH Region",159,"2023-2024",8,9
"2023-09-09","Central","OH Region",150,"2023-2024",4,6
"2023-09-09","East","OH Region",140,"2023-2024",3,5
"2023-09-09","North East","OH Region",26,"2023-2024",0,0
"2023-09-09","North West","OH Region",25,"2023-2024",0,1
"2023-09-09","Ontario","Province",581,"2023-2024",16,20
"2023-09-09","Toronto","OH Region",99,"2023-2024",4,3
"2023-09-09","West","OH Region",157,"2023-2024",10,10
"2023-09-16","Central","OH Region",140,"2023-2024",4,3
"2023-09-16","East","OH Region",150,"2023-2024",1,6
"2023-09-16","North East","OH Region",40,"2023-2024",0,0
"2023-09-16","North West","OH Region",26,"2023-2024",0,1
"2023-09-16","Ontario","Province",651,"2023-2024",13,24
"2023-09-16","Toronto","OH Region",119,"2023-2024",2,5
"2023-09-16","West","OH Region",188,"2023-2024",10,11
"2023-09-23","Central","OH Region",146,"2023-2024",5,5
"2023-09-23","East","OH Region",175,"2023-2024",1,8
"2023-09-23","North East","OH Region",41,"2023-2024",0,0
"2023-09-23","North West","OH Region",20,"2023-2024",0,1
"2023-09-23","Ontario","Province",787,"2023-2024",14,25
"2023-09-23","Toronto","OH Region",142,"2023-2024",3,7
"2023-09-23","West","OH Region",275,"2023-2024",9,10
"2023-09-30","Central","OH Region",202,"2023-2024",4,7
"2023-09-30","East","OH Region",219,"2023-2024",0,11
"2023-09-30","North East","OH Region",36,"2023-2024",0,0
"2023-09-30","North West","OH Region",19,"2023-2024",0,0
"2023-09-30","Ontario","Province",987,"2023-2024",13,34
"2023-09-30","Toronto","OH Region",187,"2023-2024",6,9
"2023-09-30","West","OH Region",339,"2023-2024",6,13
"2023-10-07","Central","OH Region",249,"2023-2024",4,9
"2023-10-07","East","OH Region",232,"2023-2024",1,13
"2023-10-07","North East","OH Region",64,"2023-2024",1,0
"2023-10-07","North West","OH Region",20,"2023-2024",0,1
"2023-10-07","Ontario","Province",1139,"2023-2024",12,38
"2023-10-07","Toronto","OH Region",221,"2023-2024",4,7
"2023-10-07","West","OH Region",368,"2023-2024",7,18
"2023-10-14","Central","OH Region",193,"2023-2024",3,13
"2023-10-14","East","OH Region",217,"2023-2024",1,15
"2023-10-14","North East","OH Region",77,"2023-2024",1,0
"2023-10-14","North West","OH Region",15,"2023-2024",0,0
"2023-10-14","Ontario","Province",1041,"2023-2024",13,46
"2023-10-14","Toronto","OH Region",215,"2023-2024",2,8
"2023-10-14","West","OH Region",338,"2023-2024",8,21
"2023-10-21","Central","OH Region",170,"2023-2024",4,17
"2023-10-21","East","OH Region",244,"2023-2024",2,20
"2023-10-21","North East","OH Region",84,"2023-2024",0,2
"2023-10-21","North West","OH Region",21,"2023-2024",0,0
"2023-10-21","Ontario","Province",1009,"2023-2024",18,62
"2023-10-21","Toronto","OH Region",189,"2023-2024",3,9
"2023-10-21","West","OH Region",319,"2023-2024",14,22
"2023-10-28","Central","OH Region",200,"2023-2024",5,24
"2023-10-28","East","OH Region",284,"2023-2024",4,25
"2023-10-28","North East","OH Region",96,"2023-2024",0,2
"2023-10-28","North West","OH Region",45,"2023-2024",0,0
"2023-10-28","Ontario","Province",1127,"2023-2024",23,85
"2023-10-28","Toronto","OH Region",202,"2023-2024",5,16
"2023-10-28","West","OH Region",NA,"2023-2024",NA,NA
"2023-11-04","Central","OH Region",195,"2023-2024",7,27
"2023-11-04","East","OH Region",267,"2023-2024",3,29
"2023-11-04","North East","OH Region",115,"2023-2024",1,3
"2023-11-04","North West","OH Region",51,"2023-2024",0,0
"2023-11-04","Ontario","Province",1110,"2023-2024",21,106
"2023-11-04","Toronto","OH Region",216,"2023-2024",7,26
"2023-11-04","West","OH Region",NA,"2023-2024",NA,NA
"2023-11-11","Central","OH Region",190,"2023-2024",8,35
"2023-11-11","East","OH Region",318,"2023-2024",6,33
"2023-11-11","North East","OH Region",131,"2023-2024",1,4
"2023-11-11","North West","OH Region",44,"2023-2024",0,0
"2023-11-11","Ontario","Province",1150,"2023-2024",27,132
"2023-11-11","Toronto","OH Region",218,"2023-2024",11,32
"2023-11-11","West","OH Region",NA,"2023-2024",NA,NA
"2023-11-18","Central","OH Region",264,"2023-2024",12,48
"2023-11-18","East","OH Region",351,"2023-2024",8,34
"2023-11-18","North East","OH Region",130,"2023-2024",6,7
"2023-11-18","North West","OH Region",32,"2023-2024",0,0
"2023-11-18","Ontario","Province",1337,"2023-2024",48,166
"2023-11-18","Toronto","OH Region",263,"2023-2024",15,36
"2023-11-18","West","OH Region",NA,"2023-2024",NA,NA
"2023-11-25","Central","OH Region",344,"2023-2024",21,44
"2023-11-25","East","OH Region",394,"2023-2024",7,39
"2023-11-25","North East","OH Region",159,"2023-2024",1,6
"2023-11-25","North West","OH Region",50,"2023-2024",2,0
"2023-11-25","Ontario","Province",1684,"2023-2024",64,203
"2023-11-25","Toronto","OH Region",360,"2023-2024",18,45
"2023-11-25","West","OH Region",NA,"2023-2024",NA,NA
"2023-12-02","Central","OH Region",374,"2023-2024",27,67
"2023-12-02","East","OH Region",382,"2023-2024",13,42
"2023-12-02","North East","OH Region",152,"2023-2024",1,10
"2023-12-02","North West","OH Region",50,"2023-2024",2,0
"2023-12-02","Ontario","Province",1753,"2023-2024",87,230
"2023-12-02","Toronto","OH Region",407,"2023-2024",28,44
"2023-12-02","West","OH Region",NA,"2023-2024",NA,NA
"2023-12-09","Central","OH Region",290,"2023-2024",37,57
"2023-12-09","East","OH Region",360,"2023-2024",33,40
"2023-12-09","North East","OH Region",123,"2023-2024",9,14
"2023-12-09","North West","OH Region",36,"2023-2024",2,1
"2023-12-09","Ontario","Province",1594,"2023-2024",154,229
"2023-12-09","Toronto","OH Region",384,"2023-2024",47,51
"2023-12-09","West","OH Region",NA,"2023-2024",NA,NA
"2023-12-16","Central","OH Region",304,"2023-2024",59,46
"2023-12-16","East","OH Region",354,"2023-2024",53,44
"2023-12-16","North East","OH Region",106,"2023-2024",14,15
"2023-12-16","North West","OH Region",31,"2023-2024",9,3
"2023-12-16","Ontario","Province",1560,"2023-2024",233,225
"2023-12-16","Toronto","OH Region",383,"2023-2024",55,48
"2023-12-16","West","OH Region",NA,"2023-2024",NA,NA
"2023-12-23","Central","OH Region",320,"2023-2024",69,39
"2023-12-23","East","OH Region",302,"2023-2024",65,42
"2023-12-23","North East","OH Region",88,"2023-2024",24,16
"2023-12-23","North West","OH Region",22,"2023-2024",11,6
"2023-12-23","Ontario","Province",1485,"2023-2024",311,217
"2023-12-23","Toronto","OH Region",394,"2023-2024",75,42
"2023-12-23","West","OH Region",NA,"2023-2024",NA,NA
"2023-12-30","Central","OH Region",327,"2023-2024",107,41
"2023-12-30","East","OH Region",304,"2023-2024",76,41
"2023-12-30","North East","OH Region",87,"2023-2024",28,21
"2023-12-30","North West","OH Region",21,"2023-2024",16,7
"2023-12-30","Ontario","Province",1499,"2023-2024",452,199
"2023-12-30","Toronto","OH Region",387,"2023-2024",107,30
"2023-12-30","West","OH Region",NA,"2023-2024",NA,NA
"2024-01-06","Central","OH Region",376,"2023-2024",130,35
"2024-01-06","East","OH Region",306,"2023-2024",96,43
"2024-01-06","North East","OH Region",100,"2023-2024",31,24
"2024-01-06","North West","OH Region",24,"2023-2024",15,7
"2024-01-06","Ontario","Province",1589,"2023-2024",551,205
"2024-01-06","Toronto","OH Region",359,"2023-2024",114,33
"2024-01-06","West","OH Region",NA,"2023-2024",NA,NA
"2024-01-13","Central","OH Region",317,"2023-2024",117,41
"2024-01-13","East","OH Region",275,"2023-2024",95,23
"2024-01-13","North East","OH Region",85,"2023-2024",23,23
"2024-01-13","North West","OH Region",19,"2023-2024",12,5
"2024-01-13","Ontario","Province",1409,"2023-2024",499,174
"2024-01-13","Toronto","OH Region",320,"2023-2024",104,26
"2024-01-13","West","OH Region",NA,"2023-2024",NA,NA
"2024-01-20","Central","OH Region",239,"2023-2024",90,38
"2024-01-20","East","OH Region",240,"2023-2024",76,23
"2024-01-20","North East","OH Region",70,"2023-2024",26,13
"2024-01-20","North West","OH Region",24,"2023-2024",4,4
"2024-01-20","Ontario","Province",1089,"2023-2024",405,149
"2024-01-20","Toronto","OH Region",236,"2023-2024",91,23
"2024-01-20","West","OH Region",NA,"2023-2024",NA,NA
"2024-01-27","Central","OH Region",169,"2023-2024",59,26
"2024-01-27","East","OH Region",156,"2023-2024",68,18
"2024-01-27","North East","OH Region",55,"2023-2024",22,8
"2024-01-27","North West","OH Region",19,"2023-2024",4,3
"2024-01-27","Ontario","Province",815,"2023-2024",334,106
"2024-01-27","Toronto","OH Region",178,"2023-2024",85,19
"2024-01-27","West","OH Region",NA,"2023-2024",NA,NA
"2024-02-03","Central","OH Region",144,"2023-2024",74,21
"2024-02-03","East","OH Region",149,"2023-2024",69,16
"2024-02-03","North East","OH Region",65,"2023-2024",14,8
"2024-02-03","North West","OH Region",11,"2023-2024",4,3
"2024-02-03","Ontario","Province",715,"2023-2024",337,101
"2024-02-03","Toronto","OH Region",151,"2023-2024",79,14
"2024-02-03","West","OH Region",NA,"2023-2024",NA,NA
"2024-02-10","Central","OH Region",124,"2023-2024",63,20
"2024-02-10","East","OH Region",138,"2023-2024",55,17
"2024-02-10","North East","OH Region",62,"2023-2024",21,7
"2024-02-10","North West","OH Region",10,"2023-2024",2,4
"2024-02-10","Ontario","Province",616,"2023-2024",292,102
"2024-02-10","Toronto","OH Region",113,"2023-2024",62,10
"2024-02-10","West","OH Region",NA,"2023-2024",NA,NA
"2024-02-17","Central","OH Region",94,"2023-2024",58,24
"2024-02-17","East","OH Region",122,"2023-2024",53,13
"2024-02-17","North East","OH Region",51,"2023-2024",15,10
"2024-02-17","North West","OH Region",10,"2023-2024",2,4
"2024-02-17","Ontario","Province",527,"2023-2024",268,99
"2024-02-17","Toronto","OH Region",104,"2023-2024",60,9
"2024-02-17","West","OH Region",NA,"2023-2024",NA,NA
"2024-02-24","Central","OH Region",82,"2023-2024",55,21
"2024-02-24","East","OH Region",113,"2023-2024",53,13
"2024-02-24","North East","OH Region",53,"2023-2024",8,8
"2024-02-24","North West","OH Region",8,"2023-2024",2,3
"2024-02-24","Ontario","Province",483,"2023-2024",248,84
"2024-02-24","Toronto","OH Region",90,"2023-2024",45,4
"2024-02-24","West","OH Region",NA,"2023-2024",NA,NA
"2024-03-02","Central","OH Region",67,"2023-2024",46,18
"2024-03-02","East","OH Region",117,"2023-2024",47,16
"2024-03-02","North East","OH Region",52,"2023-2024",12,6
"2024-03-02","North West","OH Region",14,"2023-2024",3,3
"2024-03-02","Ontario","Province",429,"2023-2024",239,80
"2024-03-02","Toronto","OH Region",59,"2023-2024",42,9
"2024-03-02","West","OH Region",NA,"2023-2024",NA,NA
"2024-03-09","Central","OH Region",54,"2023-2024",48,13
"2024-03-09","East","OH Region",109,"2023-2024",50,10
"2024-03-09","North East","OH Region",42,"2023-2024",14,2
"2024-03-09","North West","OH Region",15,"2023-2024",4,2
"2024-03-09","Ontario","Province",374,"2023-2024",244,63
"2024-03-09","Toronto","OH Region",47,"2023-2024",38,11
"2024-03-09","West","OH Region",NA,"2023-2024",NA,NA
"2024-03-16","Central","OH Region",54,"2023-2024",37,10
"2024-03-16","East","OH Region",77,"2023-2024",50,12
"2024-03-16","North East","OH Region",30,"2023-2024",11,5
"2024-03-16","North West","OH Region",11,"2023-2024",2,1
"2024-03-16","Ontario","Province",299,"2023-2024",213,59
"2024-03-16","Toronto","OH Region",44,"2023-2024",33,14
"2024-03-16","West","OH Region",NA,"2023-2024",NA,NA
"2024-03-23","Central","OH Region",56,"2023-2024",33,8
"2024-03-23","East","OH Region",68,"2023-2024",43,7
"2024-03-23","North East","OH Region",22,"2023-2024",14,3
"2024-03-23","North West","OH Region",15,"2023-2024",3,1
"2024-03-23","Ontario","Province",281,"2023-2024",199,51
"2024-03-23","Toronto","OH Region",53,"2023-2024",32,15
"2024-03-23","West","OH Region",NA,"2023-2024",NA,NA
"2024-03-30","Central","OH Region",40,"2023-2024",31,10
"2024-03-30","East","OH Region",57,"2023-2024",42,6
"2024-03-30","North East","OH Region",14,"2023-2024",10,5
"2024-03-30","North West","OH Region",16,"2023-2024",4,2
"2024-03-30","Ontario","Province",250,"2023-2024",200,53
"2024-03-30","Toronto","OH Region",49,"2023-2024",33,16
"2024-03-30","West","OH Region",NA,"2023-2024",NA,NA
"2024-04-06","Central","OH Region",60,"2023-2024",27,9
"2024-04-06","East","OH Region",59,"2023-2024",37,7
"2024-04-06","North East","OH Region",16,"2023-2024",9,5
"2024-04-06","North West","OH Region",9,"2023-2024",5,0
"2024-04-06","Ontario","Province",254,"2023-2024",173,59
"2024-04-06","Toronto","OH Region",48,"2023-2024",29,19
"2024-04-06","West","OH Region",NA,"2023-2024",NA,NA
"2024-04-13","Central","OH Region",92,"2023-2024",28,10
"2024-04-13","East","OH Region",60,"2023-2024",38,9
"2024-04-13","North East","OH Region",17,"2023-2024",6,3
"2024-04-13","North West","OH Region",13,"2023-2024",6,1
"2024-04-13","Ontario","Province",287,"2023-2024",148,50
"2024-04-13","Toronto","OH Region",50,"2023-2024",23,7
"2024-04-13","West","OH Region",NA,"2023-2024",NA,NA
"2024-04-20","Central","OH Region",94,"2023-2024",29,7
"2024-04-20","East","OH Region",50,"2023-2024",28,6
"2024-04-20","North East","OH Region",17,"2023-2024",4,2
"2024-04-20","North West","OH Region",9,"2023-2024",6,0
"2024-04-20","Ontario","Province",271,"2023-2024",130,43
"2024-04-20","Toronto","OH Region",50,"2023-2024",24,11
"2024-04-20","West","OH Region",NA,"2023-2024",NA,NA
"2024-04-27","Central","OH Region",79,"2023-2024",23,5
"2024-04-27","East","OH Region",47,"2023-2024",20,8
"2024-04-27","North East","OH Region",20,"2023-2024",4,0
"2024-04-27","North West","OH Region",7,"2023-2024",4,1
"2024-04-27","Ontario","Province",264,"2023-2024",104,38
"2024-04-27","Toronto","OH Region",61,"2023-2024",19,6
"2024-04-27","West","OH Region",NA,"2023-2024",NA,NA
"2024-05-04","Central","OH Region",91,"2023-2024",16,6
"2024-05-04","East","OH Region",67,"2023-2024",17,7
"2024-05-04","North East","OH Region",24,"2023-2024",2,1
"2024-05-04","North West","OH Region",14,"2023-2024",5,0
"2024-05-04","Ontario","Province",340,"2023-2024",89,30
"2024-05-04","Toronto","OH Region",94,"2023-2024",19,5
"2024-05-04","West","OH Region",NA,"2023-2024",NA,NA
"2024-05-11","Central","OH Region",91,"2023-2024",13,2
"2024-05-11","East","OH Region",73,"2023-2024",12,3
"2024-05-11","North East","OH Region",35,"2023-2024",2,1
"2024-05-11","North West","OH Region",17,"2023-2024",5,0
"2024-05-11","Ontario","Province",375,"2023-2024",73,24
"2024-05-11","Toronto","OH Region",118,"2023-2024",17,5
"2024-05-11","West","OH Region",NA,"2023-2024",NA,NA
"2024-05-18","Central","OH Region",105,"2023-2024",9,3
"2024-05-18","East","OH Region",76,"2023-2024",8,2
"2024-05-18","North East","OH Region",46,"2023-2024",2,0
"2024-05-18","North West","OH Region",15,"2023-2024",4,0
"2024-05-18","Ontario","Province",398,"2023-2024",65,20
"2024-05-18","Toronto","OH Region",107,"2023-2024",15,4
"2024-05-18","West","OH Region",NA,"2023-2024",NA,NA
"2024-05-25","Central","OH Region",111,"2023-2024",10,2
"2024-05-25","East","OH Region",85,"2023-2024",5,3
"2024-05-25","North East","OH Region",32,"2023-2024",1,0
"2024-05-25","North West","OH Region",18,"2023-2024",3,0
"2024-05-25","Ontario","Province",428,"2023-2024",58,17
"2024-05-25","Toronto","OH Region",123,"2023-2024",15,4
"2024-05-25","West","OH Region",NA,"2023-2024",NA,NA
"2024-06-01","Central","OH Region",107,"2023-2024",5,1
"2024-06-01","East","OH Region",66,"2023-2024",2,4
"2024-06-01","North East","OH Region",31,"2023-2024",1,0
"2024-06-01","North West","OH Region",11,"2023-2024",2,0
"2024-06-01","Ontario","Province",351,"2023-2024",46,16
"2024-06-01","Toronto","OH Region",93,"2023-2024",13,4
"2024-06-01","West","OH Region",NA,"2023-2024",NA,NA
"2024-06-08","Central","OH Region",93,"2023-2024",5,1
"2024-06-08","East","OH Region",79,"2023-2024",2,3
"2024-06-08","North East","OH Region",26,"2023-2024",1,0
"2024-06-08","North West","OH Region",10,"2023-2024",2,1
"2024-06-08","Ontario","Province",349,"2023-2024",45,18
"2024-06-08","Toronto","OH Region",90,"2023-2024",11,4
"2024-06-08","West","OH Region",NA,"2023-2024",NA,NA
"2024-06-15","Central","OH Region",82,"2023-2024",4,2
"2024-06-15","East","OH Region",72,"2023-2024",3,4
"2024-06-15","North East","OH Region",20,"2023-2024",0,1
"2024-06-15","North West","OH Region",6,"2023-2024",1,0
"2024-06-15","Ontario","Province",315,"2023-2024",44,21
"2024-06-15","Toronto","OH Region",74,"2023-2024",11,4
"2024-06-15","West","OH Region",NA,"2023-2024",NA,NA
"2024-06-22","Central","OH Region",84,"2023-2024",4,2
"2024-06-22","East","OH Region",81,"2023-2024",3,2
"2024-06-22","North East","OH Region",24,"2023-2024",1,0
"2024-06-22","North West","OH Region",6,"2023-2024",0,0
"2024-06-22","Ontario","Province",329,"2023-2024",47,18
"2024-06-22","Toronto","OH Region",84,"2023-2024",12,4
"2024-06-22","West","OH Region",NA,"2023-2024",NA,NA
"2024-06-29","Central","OH Region",79,"2023-2024",4,3
"2024-06-29","East","OH Region",79,"2023-2024",3,1
"2024-06-29","North East","OH Region",26,"2023-2024",1,0
"2024-06-29","North West","OH Region",6,"2023-2024",0,0
"2024-06-29","Ontario","Province",357,"2023-2024",40,17
"2024-06-29","Toronto","OH Region",102,"2023-2024",8,2
"2024-06-29","West","OH Region",NA,"2023-2024",NA,NA
"2024-07-06","Central","OH Region",112,"2023-2024",5,1
"2024-07-06","East","OH Region",77,"2023-2024",4,2
"2024-07-06","North East","OH Region",19,"2023-2024",1,0
"2024-07-06","North West","OH Region",5,"2023-2024",0,0
"2024-07-06","Ontario","Province",377,"2023-2024",53,17
"2024-07-06","Toronto","OH Region",77,"2023-2024",9,3
"2024-07-06","West","OH Region",NA,"2023-2024",NA,NA
"2024-07-13","Central","OH Region",107,"2023-2024",6,2
"2024-07-13","East","OH Region",95,"2023-2024",3,2
"2024-07-13","North East","OH Region",22,"2023-2024",0,0
"2024-07-13","North West","OH Region",12,"2023-2024",0,0
"2024-07-13","Ontario","Province",423,"2023-2024",56,16
"2024-07-13","Toronto","OH Region",93,"2023-2024",10,3
"2024-07-13","West","OH Region",NA,"2023-2024",NA,NA
"2024-07-20","Central","OH Region",90,"2023-2024",4,4
"2024-07-20","East","OH Region",118,"2023-2024",3,3
"2024-07-20","North East","OH Region",29,"2023-2024",0,0
"2024-07-20","North West","OH Region",20,"2023-2024",0,0
"2024-07-20","Ontario","Province",442,"2023-2024",50,22
"2024-07-20","Toronto","OH Region",102,"2023-2024",8,2
"2024-07-20","West","OH Region",NA,"2023-2024",NA,NA
"2024-07-27","Central","OH Region",90,"2023-2024",3,2
"2024-07-27","East","OH Region",122,"2023-2024",2,2
"2024-07-27","North East","OH Region",19,"2023-2024",0,0
"2024-07-27","North West","OH Region",22,"2023-2024",0,0
"2024-07-27","Ontario","Province",441,"2023-2024",44,17
"2024-07-27","Toronto","OH Region",98,"2023-2024",8,2
"2024-07-27","West","OH Region",NA,"2023-2024",NA,NA
"2024-08-03","Central","OH Region",99,"2023-2024",1,3
"2024-08-03","East","OH Region",118,"2023-2024",3,2
"2024-08-03","North East","OH Region",14,"2023-2024",0,1
"2024-08-03","North West","OH Region",18,"2023-2024",0,0
"2024-08-03","Ontario","Province",455,"2023-2024",34,14
"2024-08-03","Toronto","OH Region",94,"2023-2024",3,1
"2024-08-03","West","OH Region",NA,"2023-2024",NA,NA
"2024-08-10","Central","OH Region",135,"2023-2024",2,1
"2024-08-10","East","OH Region",135,"2023-2024",3,2
"2024-08-10","North East","OH Region",20,"2023-2024",0,1
"2024-08-10","North West","OH Region",9,"2023-2024",0,0
"2024-08-10","Ontario","Province",530,"2023-2024",36,14
"2024-08-10","Toronto","OH Region",96,"2023-2024",1,2
"2024-08-10","West","OH Region",NA,"2023-2024",NA,NA
"2024-08-17","Central","OH Region",126,"2023-2024",3,2
"2024-08-17","East","OH Region",160,"2023-2024",3,2
"2024-08-17","North East","OH Region",49,"2023-2024",0,0
"2024-08-17","North West","OH Region",10,"2023-2024",0,0
"2024-08-17","Ontario","Province",628,"2023-2024",31,15
"2024-08-17","Toronto","OH Region",114,"2023-2024",1,2
"2024-08-17","West","OH Region",NA,"2023-2024",NA,NA
"2024-08-24","Central","OH Region",120,"2023-2024",1,4
